order_date,category_name,product_name,product_price,order_qty,total_sales,cust_email,cust_city
3/22/2020,Drone Kits,BYOD-400S,129.95,4,519.8,achristolqa@networksolutions.com#mailto:achristolqa@networksolutions.com#,Charleston
5/4/2020,Drone Kits,BYOD-400S,129.95,4,519.8,bwybrowgy@multiply.com#mailto:bwybrowgy@multiply.com#,Washington
6/11/2020,Drone Kits,BYOD-400S,129.95,4,519.8,ejablonskidi@adobe.com#mailto:ejablonskidi@adobe.com#,Macon
6/19/2020,Drone Kits,BYOD-400S,129.95,4,519.8,tspavon3q@tumblr.com#mailto:tspavon3q@tumblr.com#,Chicago
2/7/2021,Drone Kits,BYOD-400S,129.95,4,519.8,gmander4i@biblegateway.com#mailto:gmander4i@biblegateway.com#,Boise
3/24/2021,Drone Kits,BYOD-400S,129.95,4,519.8,bfernehougho9@com.com#mailto:bfernehougho9@com.com#,Ocala
4/20/2021,Drone Kits,BYOD-400S,129.95,4,519.8,bcordobaeg@google.pl#mailto:bcordobaeg@google.pl#,Washington
7/17/2021,Drone Kits,BYOD-400S,129.95,4,519.8,emcgonigle3v@ifeng.com#mailto:emcgonigle3v@ifeng.com#,Chesapeake
6/16/2020,Drone Kits,BYOD-400S,129.95,3,389.85,csarvarl6@freewebs.com#mailto:csarvarl6@freewebs.com#,Memphis
7/30/2020,Drone Kits,BYOD-400S,129.95,3,389.85,dtheodoris2s@drupal.org#mailto:dtheodoris2s@drupal.org#,Albany
8/3/2020,Drone Kits,BYOD-400S,129.95,3,389.85,ehamprecht18@dot.gov#mailto:ehamprecht18@dot.gov#,Nashville
8/16/2020,Drone Kits,BYOD-400S,129.95,3,389.85,velvidgeid@thetimes.co.uk#mailto:velvidgeid@thetimes.co.uk#,Houston
9/5/2020,Drone Kits,BYOD-400S,129.95,3,389.85,hbamletr9@google.nl#mailto:hbamletr9@google.nl#,Sioux City
1/27/2021,Drone Kits,BYOD-400S,129.95,3,389.85,badamssonfa@webeden.co.uk#mailto:badamssonfa@webeden.co.uk#,Louisville
12/24/2021,Drone Kits,BYOD-400S,129.95,3,389.85,eharmstone9d@unicef.org#mailto:eharmstone9d@unicef.org#,College Station
2/18/2020,Drone Kits,BYOD-400S,129.95,6,779.7,dstuartil@dmoz.org#mailto:dstuartil@dmoz.org#,Little Rock
12/2/2020,Drone Kits,BYOD-400S,129.95,6,779.7,vsitchkp@phoca.cz#mailto:vsitchkp@phoca.cz#,Fresno
9/9/2021,Drone Kits,BYOD-400S,129.95,6,779.7,charrimanlo@meetup.com#mailto:charrimanlo@meetup.com#,York
3/7/2020,Robot Kits,BYOR-1000,189,5,945,olakesar@tripadvisor.com#mailto:olakesar@tripadvisor.com#,Saint Petersburg
4/7/2020,Robot Kits,BYOR-1000,189,5,945,wcreweem@ycombinator.com#mailto:wcreweem@ycombinator.com#,Anchorage
5/21/2020,Robot Kits,BYOR-1000,189,5,945,ddrysdalej8@ucoz.com#mailto:ddrysdalej8@ucoz.com#,Greenville
7/12/2020,Robot Kits,BYOR-1000,189,5,945,bheditchad@icq.com#mailto:bheditchad@icq.com#,Miami
9/4/2020,Robot Kits,BYOR-1000,189,5,945,pwallmanam@booking.com#mailto:pwallmanam@booking.com#,Stamford
11/13/2020,Robot Kits,BYOR-1000,189,5,945,jjordanne@prweb.com#mailto:jjordanne@prweb.com#,Melbourne
2/13/2021,Robot Kits,BYOR-1000,189,5,945,ofedoronkonk@salon.com#mailto:ofedoronkonk@salon.com#,Sunnyvale
5/26/2021,Robot Kits,BYOR-1000,189,5,945,mlochei4@google.ca#mailto:mlochei4@google.ca#,Nashville
6/21/2021,Robot Kits,BYOR-1000,189,5,945,wconybearoy@webnode.com#mailto:wconybearoy@webnode.com#,Austin
7/21/2021,Robot Kits,BYOR-1000,189,5,945,sinstrell7v@newyorker.com#mailto:sinstrell7v@newyorker.com#,Norwalk
1/8/2020,Robot Kits,BYOR-1000,189,1,189,mknyvettt@spiegel.de#mailto:mknyvettt@spiegel.de#,Shawnee Mission
10/24/2020,Robot Kits,BYOR-1000,189,1,189,cpoole8a@europa.eu#mailto:cpoole8a@europa.eu#,Baltimore
6/22/2021,Robot Kits,BYOR-1000,189,1,189,jwoodiercp@netlog.com#mailto:jwoodiercp@netlog.com#,Saint Petersburg
1/31/2020,Robot Kits,BYOR-1000,189,2,378,cshentonl8@java.com#mailto:cshentonl8@java.com#,Cumming
8/12/2020,Robot Kits,BYOR-1000,189,2,378,gjirusekby@360.cn#mailto:gjirusekby@360.cn#,Indianapolis
1/30/2021,Robot Kits,BYOR-1000,189,2,378,tarchnl@gnu.org#mailto:tarchnl@gnu.org#,Peoria
3/22/2021,Robot Kits,BYOR-1000,189,2,378,rvernon5i@dion.ne.jp#mailto:rvernon5i@dion.ne.jp#,Minneapolis
1/21/2020,Robot Kits,BYOR-1000,189,4,756,bwailes4a@mac.com#mailto:bwailes4a@mac.com#,Los Angeles
2/27/2020,Robot Kits,BYOR-1000,189,4,756,mmitroshinovr@sfgate.com#mailto:mmitroshinovr@sfgate.com#,San Francisco
3/2/2020,Robot Kits,BYOR-1000,189,4,756,vrennocks5n@ow.ly#mailto:vrennocks5n@ow.ly#,Evansville
3/9/2020,Robot Kits,BYOR-1000,189,4,756,bscoginm3@yelp.com#mailto:bscoginm3@yelp.com#,Saint Louis
6/29/2020,Robot Kits,BYOR-1000,189,4,756,jliddleiv@skype.com#mailto:jliddleiv@skype.com#,Lexington
7/1/2020,Robot Kits,BYOR-1000,189,4,756,lcreagh2h@weather.com#mailto:lcreagh2h@weather.com#,Brea
7/19/2020,Robot Kits,BYOR-1000,189,4,756,vmoretonpv@google.co.jp#mailto:vmoretonpv@google.co.jp#,Las Vegas
11/2/2020,Robot Kits,BYOR-1000,189,4,756,rgemsongx@dropbox.com#mailto:rgemsongx@dropbox.com#,Tempe
11/8/2020,Robot Kits,BYOR-1000,189,4,756,mghelerdini45@studiopress.com#mailto:mghelerdini45@studiopress.com#,Dallas
11/17/2020,Robot Kits,BYOR-1000,189,4,756,bleek@creativecommons.org#mailto:bleek@creativecommons.org#,Memphis
2/28/2021,Robot Kits,BYOR-1000,189,4,756,mgales3v@123-reg.co.uk#mailto:mgales3v@123-reg.co.uk#,Alhambra
5/23/2021,Robot Kits,BYOR-1000,189,4,756,pemlochdy@ebay.co.uk#mailto:pemlochdy@ebay.co.uk#,Provo
5/30/2021,Robot Kits,BYOR-1000,189,4,756,sevason91@berkeley.edu#mailto:sevason91@berkeley.edu#,Pittsburgh
7/24/2021,Robot Kits,BYOR-1000,189,4,756,bmourant33@bluehost.com#mailto:bmourant33@bluehost.com#,Evansville
9/24/2021,Robot Kits,BYOR-1000,189,4,756,hfaulconerbv@msu.edu#mailto:hfaulconerbv@msu.edu#,Galveston
10/6/2021,Robot Kits,BYOR-1000,189,4,756,jnowlandms@cbsnews.com#mailto:jnowlandms@cbsnews.com#,Schenectady
12/31/2021,Robot Kits,BYOR-1000,189,4,756,nmotherwello3@istockphoto.com#mailto:nmotherwello3@istockphoto.com#,Atlanta
2/9/2020,Robot Kits,BYOR-1000,189,3,567,vblackwoodmf@tinyurl.com#mailto:vblackwoodmf@tinyurl.com#,Atlanta
2/10/2020,Robot Kits,BYOR-1000,189,3,567,jhallidayrl@dell.com#mailto:jhallidayrl@dell.com#,Portland
4/3/2020,Robot Kits,BYOR-1000,189,3,567,tniezen6u@symantec.com#mailto:tniezen6u@symantec.com#,Las Vegas
5/20/2020,Robot Kits,BYOR-1000,189,3,567,bmcconigalrm@si.edu#mailto:bmcconigalrm@si.edu#,Peoria
5/28/2020,Robot Kits,BYOR-1000,189,3,567,dhenlonc2@blogs.com#mailto:dhenlonc2@blogs.com#,Denver
6/16/2020,Robot Kits,BYOR-1000,189,3,567,ebyrdcf@twitter.com#mailto:ebyrdcf@twitter.com#,Oklahoma City
7/1/2020,Robot Kits,BYOR-1000,189,3,567,jmilbyft@flavors.me#mailto:jmilbyft@flavors.me#,Roanoke
9/9/2020,Robot Kits,BYOR-1000,189,3,567,ljacklinci@hatena.ne.jp#mailto:ljacklinci@hatena.ne.jp#,San Diego
1/11/2021,Robot Kits,BYOR-1000,189,3,567,imcshirrie2f@squidoo.com#mailto:imcshirrie2f@squidoo.com#,Hot Springs National Park
2/1/2021,Robot Kits,BYOR-1000,189,3,567,rthaxter82@intel.com#mailto:rthaxter82@intel.com#,Lees Summit
4/14/2021,Robot Kits,BYOR-1000,189,3,567,nclandillon9s@huffingtonpost.com#mailto:nclandillon9s@huffingtonpost.com#,Lincoln
5/23/2021,Robot Kits,BYOR-1000,189,3,567,fspencleyqv@posterous.com#mailto:fspencleyqv@posterous.com#,Chicago
6/9/2021,Robot Kits,BYOR-1000,189,3,567,avolkernk@pen.io#mailto:avolkernk@pen.io#,Idaho Falls
6/12/2021,Robot Kits,BYOR-1000,189,3,567,rcharville3k@ovh.net#mailto:rcharville3k@ovh.net#,Anniston
7/6/2021,Robot Kits,BYOR-1000,189,3,567,mbignall8i@vinaora.com#mailto:mbignall8i@vinaora.com#,Sterling
7/27/2021,Robot Kits,BYOR-1000,189,3,567,sdixceekl@vkontakte.ru#mailto:sdixceekl@vkontakte.ru#,Lafayette
9/6/2021,Robot Kits,BYOR-1000,189,3,567,tcoytesas@technorati.com#mailto:tcoytesas@technorati.com#,Monticello
11/18/2021,Robot Kits,BYOR-1000,189,3,567,ntolussidy@sciencedaily.com#mailto:ntolussidy@sciencedaily.com#,El Paso
11/21/2021,Robot Kits,BYOR-1000,189,3,567,ekondratowiczqh@photobucket.com#mailto:ekondratowiczqh@photobucket.com#,El Paso
11/27/2021,Robot Kits,BYOR-1000,189,3,567,iweddeburn4p@ocn.ne.jp#mailto:iweddeburn4p@ocn.ne.jp#,Harrisburg
12/29/2021,Robot Kits,BYOR-1000,189,3,567,ldambrogiij@merriam-webster.com#mailto:ldambrogiij@merriam-webster.com#,Columbia
8/24/2020,Robot Kits,BYOR-1000,189,6,1134,rshielcz@photobucket.com#mailto:rshielcz@photobucket.com#,Brooklyn
1/19/2020,Robot Kits,BYOR-1500,189,5,945,dfison78@163.com#mailto:dfison78@163.com#,Long Beach
3/22/2020,Robot Kits,BYOR-1500,189,5,945,lstubbinsmv@livejournal.com#mailto:lstubbinsmv@livejournal.com#,Chattanooga
10/23/2020,Robot Kits,BYOR-1500,189,5,945,babrahamssonje@twitter.com#mailto:babrahamssonje@twitter.com#,Philadelphia
11/15/2020,Robot Kits,BYOR-1500,189,5,945,cseageev@slate.com#mailto:cseageev@slate.com#,San Diego
11/16/2020,Robot Kits,BYOR-1500,189,5,945,kdjurdjevicim@harvard.edu#mailto:kdjurdjevicim@harvard.edu#,Mobile
12/17/2020,Robot Kits,BYOR-1500,189,5,945,hbrisleygo@telegraph.co.uk#mailto:hbrisleygo@telegraph.co.uk#,Omaha
12/18/2020,Robot Kits,BYOR-1500,189,5,945,ascranny8u@tmall.com#mailto:ascranny8u@tmall.com#,Chicago
6/3/2021,Robot Kits,BYOR-1500,189,5,945,jnizet22@multiply.com#mailto:jnizet22@multiply.com#,Dearborn
12/22/2021,Robot Kits,BYOR-1500,189,5,945,lstelljes40@storify.com#mailto:lstelljes40@storify.com#,Stockton
4/21/2020,Robot Kits,BYOR-1500,189,1,189,eblackader1@timesonline.co.uk#mailto:eblackader1@timesonline.co.uk#,Stockton
5/13/2020,Robot Kits,BYOR-1500,189,1,189,mnurdinku@nydailynews.com#mailto:mnurdinku@nydailynews.com#,Roanoke
